index,Sex,Age,Profession/job,Education level (recoded),Scale of incomes,Social class (subjective),Country_Code
40,Male,83,Semi-skilled manual worker,Lower,Lower step,Lower middle class,Ukraine
41,Female,34,Not asked,Upper,Fourth step,Lower middle class,Ukraine
42,Female,39,No answer,Upper,No answer,Working class,Ukraine
43,Female,22,Not asked,Middle,second step,Lower middle class,Ukraine
44,Male,26,Professional worker,Upper,Fifth step,Working class,Ukraine
45,Male,26,Not asked,Middle,Third step,Working class,Ukraine
46,Male,28,No answer,Middle,second step,Lower middle class,Ukraine
47,Male,32,Unskilled manual,Middle,second step,Working class,Ukraine
48,Female,66,Not asked,Upper,Lower step,Lower class,Ukraine
49,Male,71,Not asked,Middle,Sixth step,Lower middle class,Ukraine
50,Male,40,Not asked,Middle,Fifth step,Lower middle class,Ukraine
51,Male,50,Not asked,Middle,Fifth step,Working class,Ukraine
52,Male,49,Not asked,Lower,Lower step,Lower class,Ukraine
53,Male,70,Not asked,Middle,Fifth step,Lower class,Ukraine
54,Female,54,Unskilled manual,Middle,Lower step,Lower class,Ukraine
55,Male,64,No answer,Middle,Fourth step,Lower middle class,Ukraine
56,Male,75,Employer/manager of establishment with less than 10 employed,Upper,Third step,Lower class,Ukraine
57,Female,44,Professional worker,Upper,Third step,Lower middle class,Ukraine
58,Female,45,Not asked,Middle,Fifth step,Working class,Ukraine
59,Male,22,Not asked,Middle,Sixth step,Lower middle class,Ukraine
60,Female,70,Not applicable,Lower,Fifth step,Lower middle class,Ukraine
61,Female,47,Professional worker,Middle,Third step,Lower middle class,Ukraine
62,Male,45,Agricultural worker,Middle,Third step,Working class,Ukraine
63,Female,72,Unskilled manual,Lower,second step,Working class,Ukraine
64,Female,83,Unskilled manual,Lower,Lower step,Lower class,Ukraine
65,Male,42,Not applicable,Upper,Fifth step,Working class,Ukraine
66,Female,74,Not asked,Upper,Fourth step,Lower class,Ukraine
67,Male,66,Supervisory Non manual -office worker,Middle,second step,Lower middle class,Ukraine
68,Female,48,Not asked,Upper,Fifth step,Upper middle class,Ukraine
69,Male,74,Skilled manual,Middle,Nineth step,Lower middle class,Ukraine
70,Female,64,Not asked,Upper,Third step,Working class,Ukraine
71,Female,42,Member of armed forces,Middle,Fourth step,Working class,Ukraine
72,Male,50,Semi-skilled manual worker,Middle,No answer,Lower middle class,Ukraine
73,Male,45,Not asked,Middle,Don´t know,Upper middle class,Ukraine
74,Male,24,Not applicable,Middle,Eigth step,Lower middle class,Ukraine
75,Female,33,Skilled manual,Middle,No answer,Working class,Ukraine
76,Male,27,Foreman and supervisor,Middle,Fourth step,Working class,Ukraine
77,Female,25,Not asked,Upper,Seventh step,Lower middle class,Ukraine
78,Female,28,Not asked,Middle,Fifth step,Lower middle class,Ukraine
79,Female,59,Not asked,Middle,Seventh step,Lower class,Ukraine
80,Female,61,Unskilled manual,Lower,Fifth step,Lower class,Ukraine
81,Female,50,Not asked,Upper,Fifth step,Upper class,Ukraine
82,Male,42,Not asked,Middle,Lower step,Working class,Ukraine
83,Female,26,Professional worker,Upper,second step,Working class,Ukraine
84,Male,33,Not asked,Upper,Sixth step,Lower middle class,Ukraine
85,Male,42,Employer/manager of establishment with less than 10 employed,Upper,Nineth step,Lower middle class,Ukraine
86,Female,32,Not applicable,Middle,Fourth step,Working class,Ukraine
87,Female,38,Not asked,Middle,second step,Working class,Ukraine
88,Female,30,Not asked,Middle,Third step,Upper class,Ukraine
89,Male,30,No answer,Middle,No answer,Don´t know,Ukraine
90,Male,32,Not asked,Middle,second step,Working class,Ukraine
91,Male,20,Not asked,Middle,Sixth step,Lower middle class,Ukraine
92,Female,21,No answer,Middle,Fourth step,Working class,Ukraine
93,Male,45,Not asked,Lower,Fourth step,Working class,Ukraine
94,Female,33,Not asked,Upper,Sixth step,Upper middle class,Ukraine
95,Female,74,Unskilled manual,Middle,Lower step,Lower class,Ukraine
96,Female,55,No answer,Middle,Lower step,Lower middle class,Ukraine
97,Female,30,Semi-skilled manual worker,Middle,Seventh step,Lower middle class,Ukraine
98,Female,38,Not applicable,Middle,Lower step,Working class,Ukraine
99,Female,22,Not asked,Upper,Fourth step,Upper middle class,Ukraine
0,Male,24,Skilled manual,Middle,Third step,Lower middle class,United States
1,Male,54,Middle level non-manual office worker,Not asked in survey,Seventh step,Not asked in survey,United States
2,Male,63,Not asked,Middle,Fifth step,Working class,United States
3,Male,43,Skilled manual,Upper,Eigth step,Lower middle class,United States
4,Male,70,Not asked,Middle,Sixth step,Upper middle class,United States
5,Male,19,Not asked,Middle,Seventh step,Lower middle class,United States
6,Male,41,Not asked,Upper,Sixth step,Lower middle class,United States
7,Male,78,Not asked,Upper,Sixth step,Lower middle class,United States
8,Male,65,No answer,Not asked in survey,Third step,Not asked in survey,United States
9,Female,65,Other,Middle,Fourth step,Lower middle class,United States
10,Male,57,Not asked,Upper,Third step,Lower middle class,United States
11,Female,23,Employer/manager of establishment with 10 or more employed,Not asked in survey,second step,Not asked in survey,United States
12,Male,40,Not asked,Upper,No answer,Upper middle class,United States
13,Female,64,Not asked,Middle,Fifth step,Upper middle class,United States
14,Male,49,Not applicable,Middle,second step,Lower class,United States
15,Male,20,Not asked,Not asked in survey,Nineth step,Upper class,United States
16,Female,35,Professional worker,Not asked in survey,Fifth step,Not asked in survey,United States
17,Male,20,Employer/manager of establishment with 10 or more employed,Upper,Seventh step,Working class,United States
18,Female,65,Not asked,Not asked in survey,Fifth step,No answer,United States
19,Female,93,Not asked,Middle,Lower step,Upper middle class,United States
20,Male,41,Professional worker,Not asked in survey,Sixth step,Not asked in survey,United States
21,Female,70,Employer/manager of establishment with less than 10 employed,Lower,Fourth step,Lower middle class,United States
22,Male,60,Member of armed forces,Upper,Nineth step,Upper middle class,United States
23,Male,34,Not asked,Middle,Seventh step,Upper middle class,United States
24,Male,60,Employer/manager of establishment with 10 or more employed,Lower,Tenth step,Upper middle class,United States
25,Male,36,Not asked,Upper,Lower step,Lower class,United States
26,Male,65,Employer/manager of establishment with less than 10 employed,Middle,Eigth step,Working class,United States
27,Female,20,Not asked,Upper,Fifth step,Lower middle class,United States
28,Male,67,Not asked,Upper,Seventh step,Upper middle class,United States
29,Female,25,Non manual -office worker,Middle,Fourth step,Lower middle class,United States
30,Female,66,Not applicable,Middle,Third step,Lower middle class,United States
31,Male,51,Not asked,Not asked in survey,Tenth step,No answer,United States
32,Female,32,Other,Middle,Fifth step,Working class,United States
33,Male,74,Semi-skilled manual worker,Lower,Lower step,Working class,United States
34,Female,52,Not asked,Middle,Fifth step,Upper middle class,United States
35,Female,72,Junior level non manual,Not asked in survey,Third step,Not asked in survey,United States
36,Male,91,Not applicable,Lower,Sixth step,Working class,United States
37,Male,18,Non manual -office worker,Lower,Tenth step,Upper class,United States
38,Female,61,Not asked,Not asked in survey,Third step,No answer,United States
39,Female,63,Other,Middle,Lower step,Lower middle class,United States
40,Female,32,Semi-skilled manual worker,Upper,Fifth step,Lower middle class,United States
41,Male,64,Not asked,Middle,Fourth step,Working class,United States
42,Male,58,Not asked,Not asked in survey,Tenth step,No answer,United States
43,Female,24,Non manual -office worker,Upper,Fifth step,Working class,United States
44,Female,44,Not asked,Not asked in survey,Nineth step,Upper middle class,United States
45,Female,77,Foreman and supervisor,Middle,Fifth step,Don´t know,United States
46,Male,20,Not asked,Middle,Sixth step,Lower middle class,United States
47,Male,49,Professional worker,Upper,Tenth step,Upper middle class,United States
48,Male,20,Skilled manual,Upper,Seventh step,Lower middle class,United States
49,Female,55,Not asked,Upper,Fourth step,Lower middle class,United States
50,Female,18,Never had a job,Middle,Seventh step,Upper class,United States
51,Female,49,No answer,Middle,Eigth step,Working class,United States
52,Male,21,Semi-skilled manual worker,Not asked in survey,Nineth step,Not asked in survey,United States
53,Female,23,Professional worker,Middle,Seventh step,Upper middle class,United States
54,Female,25,Non manual -office worker,Upper,Fourth step,Working class,United States
55,Female,34,Middle level non-manual office worker,Not asked in survey,Third step,Not asked in survey,United States
56,Female,54,Not asked,Middle,Sixth step,Working class,United States
57,Female,30,Not asked,Upper,Third step,Lower class,United States
58,Female,63,Not asked,Not asked in survey,Fourth step,No answer,United States
59,Male,30,Not asked,Upper,Sixth step,Upper middle class,United States
60,Male,38,Not asked,Upper,Fifth step,Lower middle class,United States
61,Female,49,Professional worker,Middle,Fourth step,Don´t know,United States
62,Female,57,Not asked,Not asked in survey,Nineth step,No answer,United States
63,Female,30,Not asked,Not asked in survey,Tenth step,Upper class,United States
64,Female,66,Skilled manual,Middle,Eigth step,Working class,United States
65,Male,30,Not asked,Not asked in survey,Tenth step,Upper middle class,United States
66,Female,34,Not asked,Not asked in survey,Tenth step,Upper class,United States
67,Male,27,Skilled manual,Not asked in survey,Third step,Not asked in survey,United States
68,Female,44,Not asked,Upper,Seventh step,Upper middle class,United States
69,Male,65,Skilled manual,Middle,Eigth step,Working class,United States
70,Male,68,Not asked,Upper,Seventh step,Upper middle class,United States
71,Male,24,Not asked,Not asked in survey,Tenth step,No answer,United States
72,Male,36,Skilled manual,Middle,second step,Lower middle class,United States
73,Female,41,Non manual -office worker,Middle,Sixth step,Lower middle class,United States
74,Female,55,Not asked,Not asked in survey,No answer,Upper class,United States
75,Female,55,Not applicable,Middle,Seventh step,Upper middle class,United States
76,Male,20,Professional worker,Upper,Don´t know,Lower middle class,United States
77,Female,68,Skilled manual,Not asked in survey,Lower step,Not asked in survey,United States
78,Female,22,Other,Middle,Fourth step,Lower middle class,United States
79,Female,30,Not asked,Upper,No answer,Lower middle class,United States
80,Male,62,Not applicable,Lower,No answer,No answer,United States
81,Male,74,Not asked,Upper,Nineth step,Upper middle class,United States
82,Male,70,Not asked,Upper,Fourth step,Lower middle class,United States
83,Female,23,Not asked,Not asked in survey,Seventh step,No answer,United States
84,Male,63,Not asked,Not asked in survey,Tenth step,Upper class,United States
85,Male,42,Professional worker,Upper,Don´t know,Lower middle class,United States
86,Female,46,Not asked,Upper,Fifth step,Lower middle class,United States
87,Male,39,Professional worker,Upper,Seventh step,Don´t know,United States
88,Male,61,Not asked,Upper,Seventh step,Working class,United States
89,Male,35,Not asked,Upper,Fifth step,Lower middle class,United States
90,Female,66,Not asked,Middle,Fifth step,Working class,United States
91,Male,23,Semi-skilled manual worker,Upper,Fourth step,Working class,United States
92,Male,39,Semi-skilled manual worker,Lower,Seventh step,Working class,United States
93,Male,47,Not asked,Middle,Fourth step,Working class,United States
94,Female,24,Not asked,Upper,Sixth step,Upper middle class,United States
95,Male,54,Not applicable,Middle,Third step,Working class,United States
96,Female,55,Not asked,Not asked in survey,Seventh step,Upper class,United States
97,Female,36,Non manual -office worker,Upper,Seventh step,Lower middle class,United States
98,Male,38,Supervisory Non manual -office worker,Not asked in survey,No answer,Not asked in survey,United States
99,Female,36,Non manual -office worker,Upper,Seventh step,Lower middle class,United States
0,Female,73,Not asked,Lower,Fifth step,Don´t know,Uruguay
1,Female,33,Not applicable,Middle,Fifth step,Lower middle class,Uruguay
2,Male,31,Skilled manual,Lower,Sixth step,No answer,Uruguay
3,Female,46,Not asked,Lower,Fourth step,Lower middle class,Uruguay
4,Male,40,Not asked,Middle,Fifth step,Lower middle class,Uruguay
5,Male,75,Not asked,Lower,Third step,Lower class,Uruguay
6,Male,25,Not asked,Middle,Third step,Lower middle class,Uruguay
7,Male,67,Unskilled manual,Lower,Third step,Lower middle class,Uruguay
8,Male,32,Not asked,Middle,No answer,Lower middle class,Uruguay
9,Female,27,Unskilled manual,Middle,Third step,Lower middle class,Uruguay
10,Female,76,Not applicable,Middle,Fifth step,Lower middle class,Uruguay
11,Female,55,Other,Lower,Fourth step,Lower middle class,Uruguay
12,Male,39,Not asked,Middle,Third step,Upper middle class,Uruguay
13,Female,29,Unskilled manual,Lower,No answer,Lower middle class,Uruguay
14,Female,30,Not asked,Middle,Fourth step,Working class,Uruguay
15,Male,58,Other,Lower,second step,Working class,Uruguay
16,Female,64,Not applicable,Lower,Fourth step,Lower class,Uruguay
17,Male,61,Not asked,Lower,Fifth step,Working class,Uruguay
18,Female,72,Not applicable,Upper,Nineth step,Upper class,Uruguay
19,Female,43,Supervisory Non manual -office worker,Upper,Fifth step,Lower middle class,Uruguay
20,Female,24,Member of armed forces,Middle,Fifth step,Working class,Uruguay
21,Female,62,Not asked,Middle,Third step,Working class,Uruguay
22,Male,42,Semi-skilled manual worker,Middle,Third step,Lower middle class,Uruguay
23,Female,35,Not asked,Middle,Third step,Working class,Uruguay
24,Male,21,Skilled manual,Middle,Fourth step,Lower middle class,Uruguay
25,Male,49,Skilled manual,Upper,Sixth step,Working class,Uruguay
26,Male,66,Skilled manual,Lower,Fifth step,Upper middle class,Uruguay
27,Male,29,Not asked,Middle,second step,Lower class,Uruguay
28,Female,67,Not applicable,Lower,Fifth step,Lower middle class,Uruguay
29,Female,73,Farmer: has own farm,Lower,Sixth step,Lower middle class,Uruguay
30,Female,31,Not asked,Middle,Fourth step,Working class,Uruguay
31,Female,61,Not applicable,Middle,Third step,Lower class,Uruguay
32,Male,40,Not asked,Lower,Fourth step,Lower middle class,Uruguay
33,Male,81,Farmer: has own farm,Lower,Fifth step,Upper middle class,Uruguay
34,Male,49,Not asked,Lower,Third step,Working class,Uruguay
35,Male,32,Employer/manager of establishment with less than 10 employed,Upper,Fifth step,Lower middle class,Uruguay
36,Female,48,Not asked,Middle,Sixth step,Lower middle class,Uruguay
37,Female,62,Not applicable,Lower,Fifth step,Lower middle class,Uruguay
38,Male,51,Not asked,Lower,Third step,Lower middle class,Uruguay
39,Female,65,Unskilled manual,Lower,second step,Lower class,Uruguay
40,Female,70,Not applicable,Middle,Fourth step,Lower middle class,Uruguay
41,Male,39,Not asked,Middle,second step,Working class,Uruguay
42,Male,25,Unskilled manual,Middle,Sixth step,Working class,Uruguay
43,Male,20,Semi-skilled manual worker,Middle,Sixth step,Working class,Uruguay
44,Male,38,Not asked,Middle,Third step,Lower middle class,Uruguay
45,Male,27,Skilled manual,Middle,Third step,Working class,Uruguay
46,Female,23,Not applicable,Upper,Fifth step,Working class,Uruguay
47,Female,61,Not applicable,Lower,Fifth step,Lower middle class,Uruguay
48,Female,20,Unskilled manual,Middle,Third step,Working class,Uruguay
49,Male,56,Other,Middle,Sixth step,Working class,Uruguay
50,Female,35,Skilled manual,Middle,Fourth step,Working class,Uruguay
51,Female,50,Not asked,Middle,Eigth step,Upper middle class,Uruguay
52,Female,55,Not asked,Middle,Fifth step,Lower middle class,Uruguay
53,Male,65,Not asked,Lower,Lower step,Working class,Uruguay
